,column_id,display_name,description
485,mxoanoa2,Maximum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 2% oxygen desaturation or with arousal from type II polysomnography,
486,mxdrba2,Maximum oxygen saturation in REM sleep with arousal in supine position with oxygen desaturation >= 2% from type II polysomnography,
487,mxdroa2,Maximum oxygen saturation in REM sleep with arousal in non-supine position with oxygen desaturation >= 2% from type II polysomnography,
488,mxdnba2,Maximum oxygen saturation in NREM sleep with arousal in supine position with oxygen desaturation >= 2% from type II polysomnography,
489,mxdnoa2,Maximum oxygen saturation in NREM sleep with arousal in non-supine position with oxygen desaturation >= 2% from type II polysomnography,
490,avdrba2,Average oxygen desaturation for all respiratory events with >= 2% desat or arousal in REM sleep in supine position: Apneas with >= 2% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 2% oxygen desaturation or arousal from type II polysomnography,
491,avdroa2,Average oxygen desaturation for all respiratory events with >= 2% desat or arousal in REM sleep in non-supine position: Apneas with >= 2% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 2% oxygen desaturation or arousal from type II polysomnography,
492,avdnba2,Average oxygen desaturation for all respiratory events with >= 2% desat or arousal in NREM sleep in supine position: Apneas with >= 2% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 2% oxygen desaturation or arousal from type II polysomnography,
493,avdnoa2,Average oxygen desaturation for all respiratory events with >= 2% desat or arousal in NREM sleep in non-supine position: Apneas with >= 2% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 2% oxygen desaturation or arousal from type II polysomnography,
494,mndrba2,Minimum oxygen saturation in REM sleep with arousal in supine position with oxygen desaturation >= 2% from type II polysomnography,
495,mndroa2,Minimum oxygen saturation in REM sleep with arousal in non-supine position with oxygen desaturation >= 2% from type II polysomnography,
496,mndnba2,Minimum oxygen saturation in NREM sleep with arousal in supine position with oxygen desaturation >= 2% from type II polysomnography,
497,mndnoa2,Minimum oxygen saturation in NREM sleep with arousal in non-supine position with oxygen desaturation >= 2% from type II polysomnography,
498,hrembp3,Total number of hypopnea in REM sleep in supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
499,rdirbp3,"Hypopnea Index (REM, Supine): (Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
500,avhrbp3,Average duration of hypopnea in REM sleep in supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal  from type II polysomnography,
501,mnhrbp3,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
502,mxhrbp3,Maximum duration of hypopnea in REM sleep in supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
503,hrop3,Total number of hypopnea in REM sleep in non-supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
504,rdirop3,"Hypopnea Index (REM, Non-Supine): (Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
505,avhrop3,Average duration of hypopnea in REM sleep in non-supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal  from type II polysomnography,
506,mnhrop3,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
507,mxhrop3,Maximum duration of hypopnea in REM sleep in non-supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
508,hnrbp3,Total number of hypopnea in NREM sleep in supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
509,rdinbp3,"Hypopnea Index (NREM, Supine): (Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
510,avhnbp3,Average duration of hypopnea in NREM sleep in supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal  from type II polysomnography,
511,mnhnbp3,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
512,mxhnbp3,Maximum duration of hypopnea in NREM sleep in supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
513,hnrop3,Total number of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
514,rdinop3,"Hypopnea Index (NREM, Non-Supine): (Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
515,avhnop3,Average duration of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal  from type II polysomnography,
516,mnhnop3,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
517,mxhnop3,Maximum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
518,carbp3,Total number of central apnea in REM sleep in supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
519,cardrbp3,"Central Apnea Index (REM, Supine): (Central apneas with >= 3% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
520,avcarbp3,Average duration of central apnea in REM sleep in supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
521,mncarbp3,Minimum duration of central apnea in REM sleep in supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
522,mxcarbp3,Maximum duration of central apnea in REM sleep in supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
523,carop3,Total number of central apnea in REM sleep in non-supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
524,cardrop3,"Central Apnea Index (REM, Non-Supine): (Central apneas with >= 3% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
525,avcarop3,Average duration of central apnea in REM sleep in non-supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
526,mncarop3,Minimum duration of central apnea in REM sleep in non-supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
527,mxcarop3,Maximum duration of central apnea in REM sleep in non-supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
528,canbp3,Total number of central apnea in NREM sleep in supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
529,cardnbp3,"Central Apnea Index (NREM, Supine): (Central apneas with >=3% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
530,avcanbp3,Average duration of central apnea in NREM sleep in supine position: Central apneas with >= 3% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
